0,# EST CE QUE ILS BOUGENT EN MÊME TEMPS LÀ LES VERRAS EST PAUPIÈRE POMPIER,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE TON CAHIER DE LECTURE EST AGENCE,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE D ACCORD C EST QUE JE PARLAIS À CÔTÉ,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE QUI EST JOHNNY 5,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE LA MÉTÉO SUR PARIS EST 1 2 3 4 5 6 7 8,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE LA HAUTEUR DU MONT BLANC EST 4816 M,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE JOHNNY 5 EST UN ROBOT,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE LE PERSONNAGE PRINCIPAL DE CE EST OUI IL Y A DES QUESTIONS DANS LE 15E,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE ÇA BOUGE PAS EST ARRÊTE DE ME REGARDER,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE J5 EST C'EST UN ROBOT,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE UNKNOWN FILMS COURT CIRCUIT EST CONNAIS TU LE FILM AU CIRCUIT,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE UNKNOWN MAËLYS EST LA FILLE DE RÉGIS,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE UNKNOWN RACHEL EST UN ROBOT,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,# EST CE QUE UNKNOWN ÉMILIE EST LA FEMME DE RÉGIS,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,QUI EST C'EST UN ROBOT,*,*,Cela peut être j5 par exemple.,learnf.aiml
0,QUI EST OUI IL Y A DES QUESTIONS DANS LE 15E,*,*,Cela peut être le personnage principal de ce par exemple.,learnf.aiml
0,QUI EST JAUNE I 5,*,*,johnny 5.,learnf.aiml
0,QUI EST QUI,*,*,johnny 5.,learnf.aiml
0,QUI EST J5,*,*,c'est un robot.,learnf.aiml
0,QUI EST LA FEMME DE RÉGIS,*,*,Cela peut être unknown émilie par exemple.,learnf.aiml
0,QUI EST LA FILLE DE RÉGIS,*,*,Cela peut être unknown maëlys par exemple.,learnf.aiml
0,QUI EST JOHNNY 5,*,*,Cela peut être qui par exemple.,learnf.aiml
0,QUI EST LE PERSONNAGE PRINCIPAL DE CE,*,*,oui il y a des questions dans le 15e.,learnf.aiml
0,QUI EST MAËLYS,*,*,la fille de régis.,learnf.aiml
0,QUI EST UNKNOWN MAËLYS,*,*,la fille de régis.,learnf.aiml
0,QUI EST UNKNOWN RACHEL,*,*,un robot.,learnf.aiml
0,QUI EST UNKNOWN ÉMILIE,*,*,la femme de régis.,learnf.aiml
0,QUI EST RACHEL,*,*,un robot.,learnf.aiml
0,QUI EST ÉMILIE,*,*,la femme de régis.,learnf.aiml
0,QU EST CE QUE QUE JE PARLAIS À CÔTÉ,*,*,Cela peut être d accord c par exemple.,learnf.aiml
0,QU EST CE QUE CONNAIS TU LE FILM AU CIRCUIT,*,*,Cela peut être unknown films court circuit par exemple.,learnf.aiml
0,QU EST CE QUE IL S EST VIDÉ TON MACHIN LÀ,*,*,que je parlais à côté.,learnf.aiml
0,QU EST CE QUE D ACCORD C,*,*,que je parlais à côté.,learnf.aiml
0,QU EST CE QUE AGENCE,*,*,Cela peut être ton cahier de lecture par exemple.,learnf.aiml
0,QU EST CE QUE MÉTÉO SUR PARIS,*,*,1 2 3 4 5 6 7 8.,learnf.aiml
0,QU EST CE QUE HAUTEUR DU MONT BLANC,*,*,4816 m.,learnf.aiml
0,QU EST CE QUE ARRÊTE DE ME REGARDER,*,*,Cela peut être ça bouge pas par exemple.,learnf.aiml
0,QU EST CE QUE ILS BOUGENT EN MÊME TEMPS LÀ LES VERRAS,*,*,paupière pompier.,learnf.aiml
0,QU EST CE QUE 4816 M,*,*,Cela peut être la hauteur du mont blanc par exemple.,learnf.aiml
0,QU EST CE QUE 1 2 3 4 5 6 7 8,*,*,Cela peut être la météo sur paris par exemple.,learnf.aiml
0,QU EST CE QUE TON CAHIER DE LECTURE,*,*,agence.,learnf.aiml
0,QU EST CE QUE FILMS COURT CIRCUIT,*,*,connais tu le film au circuit.,learnf.aiml
0,QU EST CE QUE PAUPIÈRE POMPIER,*,*,Cela peut être ils bougent en même temps là les verras par exemple.,learnf.aiml
0,QU EST CE QUE LA MÉTÉO SUR PARIS,*,*,1 2 3 4 5 6 7 8.,learnf.aiml
0,QU EST CE QUE LA HAUTEUR DU MONT BLANC,*,*,4816 m.,learnf.aiml
0,QU EST CE QUE ÇA BOUGE PAS,*,*,arrête de me regarder.,learnf.aiml
0,QU EST CE QUE UNKNOWN FILMS COURT CIRCUIT,*,*,connais tu le film au circuit.,learnf.aiml
0,QUI EST LA MÈRE,*,*,un truc.,learnf.aiml
0,QUI EST UNKNOWN LA MÈRE,*,*,un truc.,learnf.aiml
0,QUI EST UN TRUC,*,*,Cela peut être unknown la mère par exemple.,learnf.aiml
0,# EST CE QUE UNKNOWN LA MÈRE EST UN TRUC,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,QU EST CE QUE METEO,*,*,connais tu la meteo.,learnf.aiml
0,QU EST CE QUE LA METEO,*,*,connais tu la meteo.,learnf.aiml
0,QU EST CE QUE CONNAIS TU LA METEO,*,*,Cela peut être la meteo par exemple.,learnf.aiml
0,# EST CE QUE LA METEO EST CONNAIS TU LA METEO,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,QUI EST EMMANUEL MACRON,*,*,connais tu waal e.,learnf.aiml
0,QUI EST UNKNOWN EMMANUEL MACRON,*,*,connais tu waal e.,learnf.aiml
0,QUI EST CONNAIS TU WAAL E,*,*,Cela peut être unknown emmanuel macron par exemple.,learnf.aiml
0,# EST CE QUE UNKNOWN EMMANUEL MACRON EST CONNAIS TU WAAL E,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
0,QU EST CE QUE BLAGUE,*,*,raconte moi une blague.,learnf.aiml
0,QU EST CE QUE RACONTE MOI UNE BLAGUE,*,*,Cela peut être BLAGUE par exemple.,learnf.aiml
0,# EST CE QUE BLAGUE EST RACONTE MOI UNE BLAGUE,*,*,Oui#Comma <random><li>bien sûre</li><li>évidement</li><li>je pense</li></random>.,learnf.aiml
